timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
163754,0.03,-1.0,-1.0,60.0,450.0,anomaly
164811,0.01,-1.0,-1.0,60.0,450.0,anomaly
165812,0.04,-1.0,-1.0,60.0,450.0,anomaly
166869,0.03,-1.0,-1.0,60.0,450.0,anomaly
167870,0.06,-1.0,-1.0,60.0,450.0,anomaly
168927,0.03,-1.0,-1.0,60.0,450.0,anomaly
169928,0.06,-1.0,-1.0,60.0,450.0,anomaly
170985,0.05,-1.0,-1.0,60.0,450.0,anomaly
171986,0.03,-1.0,-1.0,60.0,450.0,anomaly
173043,0.08,-1.0,-1.0,60.0,450.0,anomaly
174044,0.08,-1.0,-1.0,60.0,450.0,anomaly
175101,0.08,-1.0,-1.0,60.0,450.0,anomaly
176102,0.06,-1.0,-1.0,60.0,450.0,anomaly
177159,0.04,-1.0,-1.0,60.0,450.0,anomaly
178160,0.03,-1.0,-1.0,60.0,450.0,anomaly
179217,0.07,-1.0,-1.0,60.0,450.0,anomaly
180218,0.04,-1.0,-1.0,60.0,450.0,anomaly
181275,0.03,-1.0,-1.0,60.0,450.0,anomaly
182276,0.02,-1.0,-1.0,60.0,450.0,anomaly
183333,0.02,-1.0,-1.0,60.0,450.0,anomaly
184334,0.03,-1.0,-1.0,60.0,450.0,anomaly
185391,0.03,-1.0,-1.0,60.0,450.0,anomaly
186392,0.05,-1.0,-1.0,60.0,450.0,anomaly
187449,0.07,-1.0,-1.0,60.0,450.0,anomaly
188450,0.08,-1.0,-1.0,60.0,450.0,anomaly
189507,0.04,-1.0,-1.0,60.0,450.0,anomaly
190508,0.11,-1.0,-1.0,60.0,450.0,anomaly
191565,0.05,-1.0,-1.0,60.0,450.0,anomaly
192566,0.06,-1.0,-1.0,60.0,450.0,anomaly
193623,0.11,-1.0,-1.0,60.0,450.0,anomaly
194624,0.06,-1.0,-1.0,60.0,450.0,anomaly
195681,0.03,-1.0,-1.0,60.0,450.0,anomaly
196682,0.03,-1.0,-1.0,60.0,450.0,anomaly
197739,0.04,-1.0,-1.0,60.0,450.0,anomaly
198740,0.0,-1.0,-1.0,60.0,450.0,anomaly
199797,0.0,-1.0,-1.0,60.0,450.0,anomaly
200798,0.06,-1.0,-1.0,60.0,450.0,anomaly
201855,0.06,-1.0,-1.0,60.0,450.0,anomaly
202856,0.0,-1.0,-1.0,60.0,450.0,anomaly
203913,0.0,-1.0,-1.0,60.0,450.0,anomaly
204914,0.03,-1.0,-1.0,60.0,450.0,anomaly
205971,0.0,-1.0,-1.0,60.0,450.0,anomaly
206972,0.05,-1.0,-1.0,60.0,450.0,anomaly
208029,0.04,-1.0,-1.0,60.0,450.0,anomaly
209030,0.05,-1.0,-1.0,60.0,450.0,anomaly
210087,0.04,-1.0,-1.0,60.0,450.0,anomaly
211088,0.07,-1.0,-1.0,60.0,450.0,anomaly
212145,0.1,-1.0,-1.0,60.0,450.0,anomaly
